cycle,rank,feature,cycle_firing_frequency,global_firing_frequency,specificity,cycle_mean_activation
9,20,2025,0.19564453125,0.18399169921875,0.011652832031250004,0.04190826706588268
9,21,908,0.1255078125,0.114134521484375,0.011373291015625009,0.02267005618661642
9,22,1768,0.17634765625,0.165015869140625,0.011331787109375019,0.03210292622447014
9,23,1275,0.11955078125,0.10873779296875,0.010812988281250005,0.028442116007208824
9,24,1978,0.13498046875,0.124383544921875,0.010596923828124993,0.032053647227585316
9,25,389,0.08533203125,0.076197509765625,0.009134521484374991,0.06704652238637208
9,26,1088,0.182578125,0.1735546875,0.009023437500000009,0.041201336793601516
9,27,1210,0.07029296875,0.061429443359375,0.008863525390625002,0.05068932887166738
9,28,1964,0.17361328125,0.16499755859375,0.008615722656249991,0.032858400419354436
9,29,1451,0.16111328125,0.152618408203125,0.00849487304687499,0.026200033798813818
9,30,1307,0.18892578125,0.18060546875,0.00832031250000001,0.040262535847723484
9,31,2029,0.0762109375,0.0687109375,0.007500000000000007,0.8457265645265579
9,32,1212,0.06828125,0.060887451171875,0.007393798828124999,0.055752893723547456
9,33,1248,0.15212890625,0.14489013671875,0.0072387695312499944,0.030651706755161285
9,34,1587,0.12220703125,0.115230712890625,0.006976318359374997,0.056194826029241085
9,35,1745,0.08740234375,0.08062744140625,0.00677490234375,0.06689301468431949
9,36,346,0.09068359375,0.083948974609375,0.006734619140624995,0.018960135411471127
9,37,1831,0.12875,0.12208740234375,0.006662597656250005,0.017707435954362152
9,38,350,0.151484375,0.1448779296875,0.006606445312500014,0.03472448643296957
9,39,1591,0.0730078125,0.066566162109375,0.006441650390625012,0.895198495388031
9,40,1930,0.08453125,0.0781103515625,0.006420898437500003,0.08627605840563773
9,41,1901,0.0701171875,0.06371337890625,0.0064038085937499906,0.05058520637452602
9,42,1979,0.07134765625,0.0650146484375,0.0063330078124999994,0.7990609043836594
9,43,1256,0.13576171875,0.129449462890625,0.0063122558593750044,0.027064370773732662
9,44,992,0.07630859375,0.070025634765625,0.006282958984375003,0.0650711888819933
9,45,373,0.12921875,0.123048095703125,0.0061706542968749944,0.0216541238501668
9,46,579,0.15330078125,0.147132568359375,0.006168212890624997,0.02579926881939173
9,47,1076,0.1162109375,0.11018798828125,0.006022949218750004,0.04904628325253725
9,48,832,0.07736328125,0.071346435546875,0.0060168457031249956,0.9239827930927277
9,49,1589,0.10724609375,0.1012451171875,0.006000976562499996,0.04456732869148254
9,50,1164,0.1277734375,0.12184814453125,0.0059252929687500094,0.018784009758383034
10,1,1778,0.16466796875,0.130107421875,0.034560546875000014,0.04465054454281926
10,2,1038,0.15453125,0.1229296875,0.03160156250000001,0.04341393977403641
10,3,1839,0.1527734375,0.121485595703125,0.03128784179687499,0.046847474044188854
10,4,304,0.14677734375,0.1187744140625,0.02800292968750001,0.043518790639936925
10,5,1871,0.150859375,0.12495849609375,0.025900878906249994,0.03687995918095112
10,6,1068,0.207109375,0.1829296875,0.02417968750000002,0.04619376480579376
10,7,1740,0.18603515625,0.16189697265625,0.02413818359375,0.03835879046469927
10,8,1503,0.13759765625,0.11441162109375,0.023186035156250007,0.038452879693359136
10,9,1706,0.15974609375,0.136796875,0.02294921875,0.033638509772717956
10,10,1861,0.13771484375,0.1152978515625,0.022416992187500012,0.027944865459576248
10,11,1997,0.12939453125,0.10806884765625,0.021325683593750006,0.03483502060174942
10,12,29,0.14265625,0.121600341796875,0.021055908203125015,0.027130112145096065
10,13,245,0.157578125,0.137548828125,0.02002929687500002,0.03157541036605835
10,14,1862,0.13998046875,0.12116455078125,0.01881591796875,0.034797058627009395
10,15,624,0.14078125,0.12231689453125,0.01846435546875,0.02709415378049016
10,16,837,0.16271484375,0.145982666015625,0.016732177734374992,0.02963732946664095
10,17,267,0.195234375,0.1796484375,0.01558593749999998,0.041835991144180296
10,18,453,0.17435546875,0.160213623046875,0.014141845703124989,0.03018571764230728
10,19,1275,0.12166015625,0.10873779296875,0.012922363281250002,0.02915159670636058
10,20,1768,0.177578125,0.165015869140625,0.01256225585937501,0.03185318596661091
10,21,1990,0.158046875,0.145731201171875,0.012315673828125012,0.029488403461873532
10,22,2025,0.1958203125,0.18399169921875,0.011828613281250011,0.04107961729168892
10,23,908,0.12572265625,0.114134521484375,0.011588134765625008,0.02265563067048788
10,24,1978,0.135390625,0.124383544921875,0.011007080078124981,0.03156634360551834
10,25,1307,0.19095703125,0.18060546875,0.010351562499999994,0.04040994394570589
10,26,1964,0.17439453125,0.16499755859375,0.009396972656250002,0.033278242126107214
10,27,1210,0.0708203125,0.061429443359375,0.009390869140624994,0.05367060756310821
10,28,1248,0.15404296875,0.14489013671875,0.009152832031250002,0.030875069983303548
10,29,389,0.08521484375,0.076197509765625,0.009017333984375,0.0676731276512146
10,30,1212,0.0688671875,0.060887451171875,0.007979736328124994,0.05646651709452272
10,31,1930,0.08603515625,0.0781103515625,0.007924804687499995,0.09119994178414345
10,32,942,0.1208984375,0.11308349609375,0.007814941406249998,0.07056868255138397
10,33,1076,0.11798828125,0.11018798828125,0.007800292968749997,0.049415081813931463
